Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate
GDL US,GDL Fund/The,,,,425.0,0.0,20.0,0.0,0.0,2007-01-26,361570104,,425.0,0.0,46.101,6068680.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,5.17,0.3052527254707629,96.9,4.6
GDO US,Western Asset Global Corporate,,,,302.0,15.1,20.0,0.150000006,302.0,2009-11-24,95790C107,,302.0,15.1,29.2125,4367020.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.11,0.0707753368767078,67.4,9.9
GDOT US,Green Dot Corp,14.3,3.3,1.1,188.703,41.4373,36.0,22.19444466,1491.74,2010-07-22,39304D102,3.0,188.703,41.4373,96.9638,50972800.0,32 - 35,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,0.17,0.0211043057371508,67.8,9.4
GDRX US,GoodRx Holdings Inc,35.3,-3.3,-4.4,1313.65,42.838,33.0,53.03030396,1413.65,2020-09-23,38246G108,0.4,1313.65,42.838,82.7221,68211000.0,24 - 28,Priced Above Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Whsle Drug Dist,0.09,0.13927469432666,80.4,7.8
GDV US,Gabelli Dividend & Income Trus,,,,1654.0,0.0,20.0,0.0,0.0,2003-11-25,36242H104,,1654.0,0.0,21.7261,19600600.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.03,-0.2702702702702639,93.7,5.8
GEGQQ US,Global Power Equipment Group I,-11.4,-0.3,,169.05,43.9533,20.0,57.25,879.07,2001-05-18,37941P108,-0.2,169.05,43.9533,0.00315898,800.0,16 - 18,Priced Above Range,Industrial,Machinery-Diversified,Machinery-Therml Process,4.61,0.4522328999434578,92.0,4.3
GEGSQ US,Global Geophysical Services In,-14.9,-53.1,-50.8,90.0,35.8776,12.0,0.0,430.53,2010-04-22,37946S107,1.5,90.0,35.8776,,,15 - 17,Priced Below Range,Energy,Oil&Gas Services,Seismic Data Collection,0.17,0.1736884910697429,72.2,9.9
GENN US,Genesis Healthcare Inc,-14.4,-1.5,-1.3,297.084,16.6667,15.5,2.580645084,258.33,2007-05-15,37185X106,2.8,297.084,16.6667,0.34481,385252.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-Nursing Homes,5.26,0.61107186747047,88.3,4.4
GENUQ US,Genuity Inc,,,-124.9,1913.04,193.169,11.0,-14.48863602,2124.86,2000-06-28,3.72E+206,,1913.04,193.169,,,15-Dec,Priced Below Range,Communications,Internet,Web Hosting/Design,6.65,0.5247813411078819,106.4,4.0
GEQ US,Guggenheim Equal Weight Enhanc,,,,175.0,0.0,20.0,-4.5,0.0,2011-10-27,40167M106,,175.0,0.0,15.0922,1324200.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.06,-0.206268263335836,60.8,8.8
GER US,Goldman Sachs MLP Energy and R,,,,1485.0,0.0,20.0,0.0,0.0,2014-09-26,38148G206,,1485.0,0.0,41.3251,7035530.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.07,0.0752568824311014,84.6,5.9
GEVO US,Gevo Inc,-87.1,-8326.7,-12.6,123.337,24.8988,15.0,9.600000381,373.48,2011-02-09,374396406,-0.2,123.337,24.8988,55.2637,131097000.0,13 - 15,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.18,0.493136502545162,77.5,9.0
GFIG US,GFI Group Inc,-2.2,-12.2,-1.3,141.452,26.7515,21.0,25.90476227,561.78,2005-01-26,361652209,0.4,141.452,26.7515,,,18 - 20,Priced Above Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,1.97,0.2101944298475958,95.5,5.3
GFNCU US,General Finance Corp,-5.7,2.2,3.1,69.0,10.5,8.0,3.625,84.0,2006-04-05,369822200,2.5,69.0,10.5,,,8-Aug,Priced Within Range,Industrial,Trucking&Leasing,Transport-Equip&Leasng,5.0,0.8508508508508341,87.4,4.7
GFX/U US,Golden Falcon Acquisition Corp,,,5.5,345.0,34.5,10.0,2.900000095,345.0,2020-12-18,38102H208,-0.0301241,345.0,34.5,9.35111,3226130.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7
GFY US,Western Asset Variable Rate St,,,,164.0,0.0,20.0,0.0,0.0,2004-10-27,957667108,,164.0,0.0,36.3436,1696660.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.86,0.5265929436545569,91.7,5.5
GGA/U US,GSC Acquisition Co,,,-1.9,207.0,0.0,10.0,2.700000048,0.0,2007-06-26,40053G205,,207.0,0.0,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.23,0.1937975176605649,85.3,4.6
GGL US,Goodman Global Inc,,,4.1,487.059,68.8898,18.0,11.38888931,1240.02,2006-04-06,38239A100,,487.059,68.8898,,,16 - 18,Priced Within Range,Industrial,Building Materials,Bldg Prod-Air&Heating,5.0,0.8508508508508341,87.4,4.7
GGM US,Guggenheim Credit Allocation F,,,,150.0,0.0,25.0,0.0,0.0,2013-06-26,40168G108,,150.0,0.0,6.38608,725059.0,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.09,0.2399708085599498,84.1,7.5
GGN US,GAMCO Global Gold Natural Reso,,,,352.0,0.0,20.0,0.050000001,0.0,2005-03-29,36465A109,,352.0,0.0,8.49294,13092600.0,,,Financial,Closed-end Funds,Closed-end Funds,2.39,0.7820646506777719,92.6,5.2
GGO/C US,Gabelli Go Anywhere Trust/The,,,,90.0,0.0,0.0,,0.0,2016-09-06,36250J307,,90.0,0.0,,,20 - 20,,Financial,Closed-end Funds,Closed-end Funds,0.4,0.2403995864628979,91.2,5.0
GGXY US,Golf Galaxy Inc,,,5.0,62.3,10.6364,14.0,32.92856979,148.91,2005-07-29,381639103,,62.3,10.6364,,,13-Nov,Priced Above Range,"Consumer, Cyclical",Retail,Retail-Sporting Goods,3.36,0.4627249357326559,96.5,5.0
GH US,Guardant Health Inc,30.3,-108.5,-30.8,273.125,83.5573,19.0,69.47368622,1587.59,2018-10-04,40131M109,-2.0,273.125,83.5573,107.107,109717000.0,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.18,0.1766763455725869,98.6,3.8
GHBBU US,UAN Cultural & Creative Co Ltd,1254.3,7.5,-13.2,53.429,9.2,10.1,2.475243568,92.92,2006-03-10,382094407,0.00376679,53.429,9.2,,,10.10 - 10.10,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Auction House/Art Dealer,4.52,0.55359838953198,88.9,4.7
GHDX US,Genomic Health Inc,15.6,6.5,14.8,60.2007,0.0,12.0,-2.083333254,0.0,2005-09-29,37244C101,2.1,60.2007,0.0,36.6571,13778500.0,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Kits,3.57,1.22199592668025,76.9,5.0
GHIVU US,UWM Holdings Corp,-39.8,3.3,0.5,425.0,42.5,10.0,4.5,425.0,2020-01-24,382865202,-98.7,425.0,42.5,0.0490965,20866.0,10-Oct,Priced Within Range,Financial,Diversified Finan Serv,Finance-Mtge Loan/Banker,1.55,0.3879769937814869,99.8,3.6
GHL US,Greenhill & Co Inc,1.8,13.3,2.3,100.625,30.0,17.5,17.1428566,525.0,2004-05-06,395259104,6.8,100.625,30.0,61.6645,10967300.0,14 - 16,Priced Above Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,1.03,0.5851063829787189,90.2,5.6
GHLD US,Guild Holdings Co,-3.0,18.0,9.8,97.5,19.667,15.0,0.0,295.005,2020-10-22,40172N107,11.2,97.5,19.667,43.8514,9092050.0,17 - 19,Priced Below Range,Financial,Diversified Finan Serv,Finance-Mtge Loan/Banker,0.09,0.0414937759336148,81.8,6.9
GHN/U US,Granahan McCourt Acquisition C,,,1.1,90.0,0.0,8.0,0.0,0.0,2006-10-19,385034202,-0.1,90.0,0.0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.34,-0.542138984721521,93.6,4.4
GHSEQ US,GateHouse Media LLC,-6.6,-6.0,-36.4,285.66,38.873,18.0,17.61111069,699.71,2006-10-25,367348109,0.4,285.66,38.873,,,16 - 18,Priced Within Range,Communications,Media,Publishing-Newspapers,5.34,-0.542138984721521,93.6,4.4
GHVIU US,Matterport Inc,29.4,-304.0,-84.5,345.0,34.5,10.0,4.5,345.0,2020-12-11,38286R204,-0.3,345.0,34.5,11.5947,4000160.0,10-Oct,Priced Within Range,Technology,Software,Applications Software,0.09,0.0941478467042596,80.7,6.7
GHY US,PGIM Global High Yield Fund In,,,,818.04,0.0,20.0,0.25,0.0,2012-12-21,69346J106,,818.04,0.0,78.3024,32044400.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.16,-0.2693064490207349,72.9,7.9
GI US,EndoChoice Holdings Inc,17.7,-82.1,-50.7,109.537,25.1065,15.0,13.33333302,366.06,2015-06-05,29272U103,-2.0,109.537,25.1065,,,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.12,0.3502869998528119,96.1,5.3
GIK/U US,Lightning eMotors Inc,,-480.0,-48.3,200.0,20.8935,10.0,-0.899999976,208.935,2020-05-14,37519D206,-1.0,200.0,20.8935,0.0451851,11700.0,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,0.05,0.0019501616684046,72.3,13.2
GIMO US,Gigamon Inc,40.0,15.9,-0.2,147.488,30.474,19.0,49.84210587,579.01,2013-06-12,37518B102,1.0,147.488,30.474,0.0952351,36011.0,18 - 20,Priced Within Range,Communications,Telecommunications,Networking Products,0.09,0.2399708085599498,84.1,7.5
GIX/U US,UpHealth Inc,,-275.4,-47.0,172.5,17.7425,10.0,0.200000003,177.425,2019-06-06,375036209,-0.5,172.5,17.7425,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med,2.4,0.0199147181481603,98.2,3.6
GKIS US,Pilgrim's Pride Corp of Georgi,,,-1.9,149.6,51.6,11.0,3.636363745,567.6,2004-10-07,380614107,,149.6,51.6,,,11-Nov,Priced Within Range,"Consumer, Non-cyclical",Food,Poultry,1.86,0.5265929436545569,91.7,5.5
GKOS US,Glaukos Corp,30.7,-16.8,-8.6,124.2,31.263,18.0,73.44444275,562.734,2015-06-25,377322102,0.5,124.2,31.263,106.801,50947500.0,16 - 17,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.12,0.3502869998528119,96.1,5.3
GLA/U US,Clark Holdings Inc,-2.2,-5.9,-9.0,88.0,13.5,8.0,1.375,108.0,2006-02-16,18145M208,,88.0,13.5,,,8-Jun,Priced Within Range,Industrial,Transportation,Transport-Services,4.47,0.2017145738779499,86.7,4.8
GLAQU US,Globis Acquisition Corp,,,-2.8,115.0,11.5958,10.0,1.5,115.958,2020-12-11,379582208,-0.1,115.0,11.5958,16.9426,2550000.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7
GLBFX US,GL Beyond Income Fund,,,,100.0,0.0,0.0,,0.0,2013-08-28,36180P100,,100.0,0.0,,,10-Oct,,Funds,Debt Fund,Corporate/Preferred,0.08,0.12029315570472,82.1,7.2
GLBR US,Global Brokerage Inc,-20.0,21.9,-2.2,242.466,17.319,14.0,6.071428776,242.47,2010-12-02,37891B109,3.9,242.466,17.319,0.163105,10020.0,13 - 15,Priced Within Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,0.2,0.1718440789203088,74.5,9.3
GLD US,SPDR Gold Shares,,,,101.683,0.0,44.21,0.384530455,0.0,2004-11-18,78463V107,,101.683,0.0,47.8236,149688000.0,,,Funds,Commodity Fund,Commodity,1.83,0.0523834468308086,92.8,5.4
GLEO/U US,Shapeways Holdings Inc,,5.2,3.7,138.0,0.0,10.0,0.400000006,0.0,2019-10-18,N.A.,-0.2,138.0,0.0,,,10-Oct,Priced Within Range,Technology,Software,Applications Software,1.88,0.2286190552229999,95.5,3.6
GLG/U US,GLG Partners Inc,,,-69.2,528.0,64.8,10.0,0.0,648.0,2006-12-22,37929X206,,528.0,64.8,,,10-Oct,Priced Within Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,5.27,0.148883374689833,91.7,4.4
GLO US,Clough Global Opportunities Fu,,,,1027.0,0.0,20.0,0.150000006,0.0,2006-04-26,1.89E+110,,1027.0,0.0,15.3635,6690150.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,5.0,0.8508508508508341,87.4,4.7
GLP US,Global Partners LP/MA,59.2,0.4,11.4,123.97,5.64242,22.0,7.727272511,124.13,2005-09-29,37946R109,1.4,123.97,5.64242,49.95,16980800.0,,,Utilities,Gas,Gas-Transportation,3.57,1.22199592668025,76.9,5.0
GLQ US,Clough Global Equity Fund,,,,335.0,0.0,20.0,0.050000001,0.0,2005-04-27,18914C100,,335.0,0.0,25.9926,4970990.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,2.83,0.672529746508014,87.7,5.2
GLU US,Gabelli Global Utility & Incom,,,,58.0,0.0,20.0,0.050000001,0.0,2004-05-26,36242L105,,58.0,0.0,21.1033,1259640.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.03,0.5851063829787189,90.2,5.6
GLUU US,Glu Mobile Inc,31.3,3.7,3.8,86.2439,28.6374,11.5,6.86956501,329.33,2007-03-22,379890106,0.4,86.2439,28.6374,1.56579,2737340.0,12-Oct,Priced Within Range,Technology,Software,Entertainment Software,5.31,0.910569585108543,88.4,4.4
GLV US,Clough Global Dividend and Inc,,,,193.4,0.0,20.0,0.0,0.0,2004-07-28,18913Y103,,193.4,0.0,9.33479,1186410.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.4,-0.158144438587237,96.7,5.5
GLYC US,GlycoMimetics Inc,-88.5,-5468.9,-66.1,64.4,18.6055,8.0,12.625,148.84,2014-01-10,38000Q102,-1.1,64.4,18.6055,55.2988,28989800.0,8-Aug,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.07,0.3720247673236048,81.2,6.6
GLYN US,Galyan's Trading Co LLC,,,0.4,123.5,16.3037,19.0,7.736842155,309.77,2001-06-27,36458R101,,123.5,16.3037,,,18 - 20,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Sporting Goods,4.14,0.16882386043895,92.6,4.5
GM US,General Motors Co,3.6,7.8,3.8,18140.1,1500.0,33.0,3.606060505,49500.0,2010-11-18,37045V100,10.4,18140.1,1500.0,97.2617,1381790000.0,32 - 33,Priced Within Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,0.2,0.0420646423819506,71.6,9.8
GMANQ US,G-Estate Liquidation Stores In,2.2,-0.6,-4.0,58.9286,18.7031,11.0,0.272727281,205.73,2010-08-05,36165B100,0.4,58.9286,18.7031,6.6533,1311670.0,13 - 15,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Discount,0.18,0.1380664278408069,68.9,9.5
GME US,GameStop Corp,18.0,-6.3,-16.3,373.75,54.0646,18.0,11.66666698,973.16,2002-02-13,36467W109,-1.5,373.75,54.0646,39.6919,120873000.0,17 - 19,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Misc/Diversified,1.77,0.395256916996071,90.7,5.7
GMED US,Globus Medical Inc,21.4,15.5,7.9,115.0,62.5034,12.0,12.5,750.04,2012-08-03,379577208,2.7,115.0,62.5034,113.17,87595100.0,13-Dec,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.14,0.5565158181437089,74.3,8.1
GMHIU US,Luminar Technologies Inc,128.9,-745.0,-44.0,400.0,40.0,10.0,1.200000048,400.0,2019-02-01,382872208,-0.4,400.0,40.0,0.02226,8904.0,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,2.4,0.422705314009692,93.8,3.8
GMRE US,Global Medical REIT Inc,23.6,15.2,1.7,150.0,17.6057,10.0,0.100000002,176.057,2016-06-29,37954A204,1.1,150.0,17.6057,76.2294,49944200.0,12-Oct,Priced Within Range,Financial,REITS,REITS-Health Care,0.37,0.3284366167281879,93.5,4.9
GMRE US,Global Medical REIT Inc,23.6,15.2,1.7,0.1,15.5,0.0,0.100000002,0.0,2012-11-02,37954A204,1.1,0.1,15.5,76.2294,49944200.0,0.01 - 0.01,,Financial,REITS,REITS-Health Care,0.17,-0.4738086694881878,82.7,7.7
GMRRQ US,Gener8 Maritime Inc/Old,,,-9.9,144.0,36.0,18.0,-6.944444656,648.0,2001-06-12,N.A.,,144.0,36.0,0.00451912,5500.0,17 - 19,Priced Within Range,Industrial,Transportation,Transport-Marine,4.14,0.16882386043895,92.6,4.5
GMS US,GMS Inc,40.5,5.9,10.2,169.05,40.9429,21.0,4.333333492,859.801,2016-05-26,36251C103,4.1,169.05,40.9429,100.404,42578200.0,21 - 23,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Building Products,0.3,0.404579099811517,94.7,4.8
GMTX US,Gemini Therapeutics Inc,,,-41.0,120.75,15.11,10.0,3.0,151.1,2020-08-12,36870G105,-1.4,120.75,15.11,97.0218,42037900.0,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.1,0.315321052408127,74.1,8.4
GMZ US,Goldman Sachs MLP Income Oppor,,,,826.3,0.0,20.0,0.0,0.0,2013-11-26,38147W202,,826.3,0.0,10.7075,684053.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.08,-0.204242419052338,75.1,6.9
GNBC US,Green Bancorp Inc,,21.3,1.0,80.859,26.1709,15.0,13.66666698,392.563,2014-08-08,39260X100,2.4,80.859,26.1709,100.441,37535000.0,15 - 17,Priced Within Range,Financial,Banks,Commer Banks-Southern US,0.09,-0.1670514165792189,82.5,6.1
GNCA US,Genocea Biosciences Inc,20.7,-2022.9,-60.6,66.0,17.2171,12.0,-8.333333015,206.61,2014-02-05,372427401,-0.6,66.0,17.2171,12.3458,7257290.0,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.07,0.3697908650968729,81.6,6.7
GNCIQ US,GNC Holdings Inc,-12.1,-1.7,-21.8,414.0,87.4447,16.0,4.6875,1399.12,2011-04-01,36191G107,1.1,414.0,87.4447,6.21566,5223680.0,15 - 17,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Vitamins/Nutr Sup,0.11,0.6439429535456989,69.8,9.1
GNGTU US,Golden Gate Partners Inc,-85.6,-34.8,-744.6,79.35,16.5167,6.0,1.0,99.1,2006-04-11,381047208,-0.00564428,79.35,16.5167,,,6-Jun,Priced Within Range,Financial,Real Estate,Real Estate Oper/Develop,5.0,0.8508508508508341,87.4,4.7
GNKOQ US,Genco Shipping & Trading Ltd,53.8,33.2,20.0,246.96,25.26,21.0,-0.619047642,530.46,2005-07-22,N.A.,5.4,246.96,25.26,0.000935895,416.0,22 - 23,Priced Below Range,Industrial,Transportation,Transport-Marine,3.36,0.4627249357326559,96.5,5.0
GNLN US,Greenlane Holdings Inc,20.0,-18.4,-27.6,109.65,9.3542,17.0,24.11764717,159.021,2019-04-18,395330202,-19.3,109.65,9.3542,24.8112,3921040.0,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Agriculture,Tobacco,2.41,0.5295001612890738,97.2,3.7
GNMK US,GenMark Diagnostics Inc,94.9,-10.8,-11.1,27.6,11.6235,6.0,-10.0,69.74,2010-05-28,372309104,0.0908189,27.6,11.6235,6.77677,4987370.0,7-Jun,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,0.2,0.077519735423772,73.6,9.6
GNPK/U US,Redwire Corp,,-44.7,-28.6,163.776,16.3776,10.0,0.100000002,163.776,2020-11-24,N.A.,-0.8,163.776,16.3776,27.2866,4468900.0,10-Oct,Priced Within Range,Industrial,Aerospace/Defense,Aerospace/Defense,0.09,-0.0610627217844137,76.9,6.7
GNRC US,Generac Holdings Inc,50.3,14.7,10.0,269.107,67.5293,13.0,-1.230769277,877.88,2010-02-11,368736104,6.5,269.107,67.5293,96.3481,61042700.0,15 - 17,Priced Below Range,Industrial,Electrical Compo&Equip,Power Conv/Supply Equip,0.14,0.024920738207648,73.6,9.8
GNRSU US,Greenrose Holding Co Inc/The,,70.5,-2.4,172.5,17.55,10.0,0.699999988,175.5,2020-02-11,395392202,0.7,172.5,17.55,0.101811,22289.0,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc,1.59,0.2740618131495429,101.0,3.5
GNRT US,Euronav MI II Inc,-23.9,-54.7,-8.2,236.351,81.8725,14.0,-6.428571224,1146.21,2015-06-25,N.A.,1.8,236.351,81.8725,0.202247,168406.0,17 - 19,Priced Below Range,Industrial,Transportation,Transport-Marine,0.12,0.3502869998528119,96.1,5.3
GNSC US,Genaissance Pharmaceuticals In,67.0,-102.1,-35.3,78.0,21.5822,13.0,23.55769157,280.57,2000-08-02,36867W105,-0.4,78.0,21.5822,,,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,6.51,0.0,107.3,4.1
GNSL US,Genomic Solutions Inc,-11.7,-154.9,-53.1,56.0,22.7189,8.0,4.6875,181.751,2000-05-05,37243R208,-0.5,56.0,22.7189,,,9-Aug,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,6.17,0.1167542323409229,110.7,4.0
GNT US,GAMCO Natural Resources Gold &,,,,410.176,0.0,20.0,0.050000001,0.0,2011-01-27,3.65E+105,,410.176,0.0,31.034,5632850.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.13,0.4763230053974139,74.2,9.1
GNTY US,Guaranty Bancshares Inc/TX,0.8,33.1,1.3,54.0,10.7539,27.0,11.48148155,290.355,2017-05-09,400764106,3.6,54.0,10.7539,36.0757,4307290.0,26 - 28,Priced Within Range,Financial,Banks,Commer Banks-Central US,0.91,0.0854721826896363,97.1,4.4
GNVC US,GenVec Inc,-42.2,-1132.4,-130.6,38.0,17.7451,9.5,3.947368383,168.58,2000-12-12,37246C406,-2.8,38.0,17.7451,,,12-Nov,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,6.6,-0.0574382538770748,98.4,3.9
GNW US,Genworth Financial Inc,-5.4,11.5,0.6,2855.58,146.44,19.5,0.0,2855.58,2004-05-25,37247D106,0.8,2855.58,146.44,81.3104,403597000.0,21 - 23,Priced Below Range,Financial,Insurance,Multi-line Insurance,1.03,0.5851063829787189,90.2,5.6
GO US,Grocery Outlet Holding Corp,-1.7,2.0,2.0,434.843,85.7036,22.0,29.59090996,1885.48,2019-06-20,39874R101,1.7,434.843,85.7036,117.054,113869000.0,18 - 19,Priced Above Range,"Consumer, Non-cyclical",Food,Food-Retail,2.4,0.0199147181481603,98.2,3.6
GOAC/U US,GO Acquisition Corp,,,3.6,575.0,57.5,10.0,0.0,575.0,2020-08-05,362019200,-0.0235444,575.0,57.5,0.203741,117151.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.1,0.315321052408127,74.1,8.4
GOCO US,GoHealth Inc,21.0,-17.8,-11.6,913.5,84.183,21.0,-7.333333492,1767.84,2020-07-15,38046W105,-2.8,913.5,84.183,52.536,70060500.0,18 - 20,Priced Above Range,Financial,Insurance,Life/Health Insurance,0.08,0.5058243501670088,72.5,10.2
GOF US,Guggenheim Strategic Opportuni,,,,182.0,0.0,20.0,0.0,0.0,2007-07-27,40167F101,,182.0,0.0,13.7793,15351600.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,5.31,-0.0254377207802054,90.4,4.7
GOGC US,Global Green Inc,,,,36.879,0.0,0.0,,0.0,2012-03-21,37952C103,-1.97e-05,36.879,0.0,,,0.25 - 0.25,,"Consumer, Non-cyclical",Pharmaceuticals,Veterinary Products,0.11,0.7594558623930859,76.2,8.2
GOGO US,Gogo Inc,24.4,45.5,48.3,187.0,84.9188,17.0,-5.882352829,1443.62,2013-06-21,38046C109,0.6,187.0,84.9188,65.7023,83619500.0,15 - 17,Priced Within Range,Communications,Telecommunications,Satellite Telecom,0.09,0.2399708085599498,84.1,7.5
GOLF US,Acushnet Holdings Corp,33.2,8.3,8.2,377.966,74.0936,17.0,5.588235378,1259.59,2016-10-28,5098108,4.2,377.966,74.0936,54.1217,37998300.0,21 - 24,Priced Below Range,"Consumer, Cyclical",Leisure Time,Golf,0.29,0.1246748513014319,87.2,4.9
GOOD US,Gladstone Commercial Corp,3.4,7.1,1.1,113.85,6.652,15.0,0.200000003,99.78,2003-08-13,376536108,1.9,113.85,6.652,49.3094,19530000.0,15 - 15,Priced Within Range,Financial,REITS,REITS-Diversified,1.0,0.380641653072316,89.3,6.1
GOOGL US,Alphabet Inc,41.1,29.5,18.9,1916.4,33.6034,85.0,18.04117584,2856.29,2004-08-19,02079K305,6.8,1916.4,33.6034,83.4887,4986780000.0,85 - 95,Priced Within Range,Communications,Internet,Web Portals/ISP,1.29,0.0527983104540587,95.9,5.4
GOSS US,Gossamer Bio Inc,,,-64.7,317.4,65.8644,16.0,12.125,1053.83,2019-02-08,38341P102,-2.5,317.4,65.8644,97.8737,92468000.0,16 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.4,0.422705314009692,93.8,3.8
GPAQU US,Gordon Pointe Acquisition Corp,,,0.6,125.0,12.5,10.0,0.0,125.0,2018-01-25,382788206,-0.4,125.0,12.5,67.445,4045070.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,1.33,0.5447745452775409,95.7,4.0
GPH/U US,Golden Pond Healthcare Inc,,,-0.1,143.75,0.0,8.0,0.0,0.0,2007-11-07,38116J208,0.0119144,143.75,0.0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,4.59,0.5939617873415811,76.1,4.7
GPM US,Guggenheim Enhanced Equity Inc,,,,360.0,0.0,20.0,0.050000001,0.0,2005-08-26,40167B100,,360.0,0.0,0.347093,167960.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,3.3,0.5117707267144339,89.1,4.9
