Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Market Cap at Offer (M),Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate,Trade Month,Trade Day,Trade Year,Underpriced?
,,,207.525,0.0,15.0,0.0,,207.525,0.0,,,Financial,Closed-end Funds,Closed-end Funds,2.39,0.7820646506777719,92.6,5.2,3,29,2005,0
,,,627.0,0.0,15.0,0.0,,627.0,0.0,35.0275,19937100.0,Financial,Closed-end Funds,Closed-end Funds,1.04,0.644468313641263,95.8,5.8,3,26,2004,1
,,,185.0,0.0,20.0,0.0,,185.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,5.02,0.1975308641975319,84.9,4.6,6,28,2006,1
,,,800.0,0.0,20.0,0.0,,800.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,5.3,0.649616268650889,87.1,4.5,4,26,2007,1
,,,387.0,0.0,20.0,0.0,,387.0,0.0,9.0962,1707950.0,Financial,Closed-end Funds,Closed-end Funds,5.05,0.295712173484489,84.7,4.7,7,25,2006,0
32.0,-44.6,-3.8,156.975,11.2204,14.0,157.09,-2.5,156.975,11.2204,,,Financial,Diversified Finan Serv,Finance-Other Services,0.08,-0.204242419052338,75.1,6.9,11,8,2013,0
,,,261.0,0.0,10.0,0.0,,261.0,0.0,7.72595,2267180.0,Financial,Closed-end Funds,Closed-end Funds,0.07,-0.2110680379081459,91.3,5.1,11,13,2015,1
,,,70.0,0.0,10.0,0.0,,70.0,0.0,18.5844,1451580.0,Financial,Closed-end Funds,Closed-end Funds,2.2,-0.319396281513109,98.3,3.9,12,19,2018,1
,,,500.0,0.0,10.0,0.0,,500.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,0.4,0.0918430107884497,89.8,4.9,8,24,2016,1
,,,245.0,0.0,10.0,0.0,,245.0,0.0,6.39256,1730090.0,Financial,Closed-end Funds,Closed-end Funds,0.3,0.404579099811517,94.7,4.8,5,11,2016,1
18.7,8.0,0.6,1734.0,331.7,17.0,5638.9,10.6,1734.0,331.7,0.0728972,213819.0,Financial,Insurance,Life/Health Insurance,3.99,0.2970885323826589,112.0,4.0,1,26,2000,1
,,,319.2,0.0,15.0,0.0,,319.2,0.0,,,Funds,Debt Fund,Unclassified,1.23,-0.2206287920573639,86.7,6.0,12,19,2002,1
,,3.8,637.5,37.603,17.0,639.25,,637.5,37.603,,,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,1.02,0.3172924378635659,95.6,5.6,6,22,2004,1
,,,124.0,0.0,10.0,0.0,,124.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,0.13,0.0067047159295661,93.1,5.2,7,29,2015,1
,,,345.0,34.5,10.0,345.0,,345.0,34.5,0.000513043,177.0,Industrial,Building Materials,Bldg&Construct Prod-Misc,1.57,-0.0536243034669465,96.8,3.6,11,8,2019,1
37.1,-4.8,10.1,162.912,43.7479,13.0,568.723,6.0,162.912,43.7479,72.4412,7351700.0,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,0.66,0.0812797871947232,96.9,4.4,3,9,2017,0
4.2,-6.8,-3.6,161.275,59.0663,12.0,708.8,0.0553075,161.275,59.0663,0.00359064,2864.0,Technology,Software,Applications Software,0.08,-0.2466516377138169,69.9,8.5,12,13,2011,1
,,,464.0,0.0,20.0,0.0,,464.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,2.97,-0.1027749229187949,86.9,5.1,5,26,2005,0
,,,395.0,0.0,25.0,0.0,,395.0,0.0,53.3715,2922960.0,Financial,Closed-end Funds,Closed-end Funds,0.11,0.0707753368767078,67.4,9.9,11,25,2009,0
-10.9,-3.8,-4.0,138.0,18.75,8.0,150.0,,138.0,18.75,,,"Consumer, Cyclical",Retail,Retail-Restaurants,3.02,0.0514403292181003,96.0,5.0,6,30,2005,0
171.4,4.8,6.9,102.12,19.7499,16.0,316.0,-0.8,102.12,19.7499,,,Communications,Media,Multimedia,1.53,0.2110817941952519,94.2,5.4,9,29,2004,1
,,,443.0,0.0,20.0,0.0,,443.0,0.0,11.9742,4883900.0,Financial,Closed-end Funds,Closed-end Funds,0.18,0.493136502545162,77.5,9.0,2,24,2011,1
,-2.1,-0.0269118,145.0,7.5001,20.0,150.0,1.0,145.0,7.5001,,,Financial,REITS,REITS-Mortgage,0.15,-0.0388925140553232,82.6,7.8,10,3,2012,0
,,,255.0,0.0,20.0,0.0,,255.0,0.0,13.6583,1843900.0,Financial,Closed-end Funds,Closed-end Funds,0.06,0.6440044126228239,80.0,6.7,3,27,2014,0
4.8,-3.8,15.7,101.189,21.9999,11.0,242.0,1.3,101.189,21.9999,0.199202,40159.0,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,5.26,0.61107186747047,88.3,4.4,5,11,2007,1
,,,120.0,4.8,25.0,120.0,,120.0,4.8,,,Financial,Closed-end Funds,Closed-end Funds,0.14,0.024920738207648,73.6,9.8,2,24,2010,1
-56.8,-337.7,-53.0,117.117,32.1218,16.0,513.949,-1.6,117.117,32.1218,79.4416,41066700.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.55,0.582772789025459,98.5,4.7,1,27,2017,1
,,,14.5188,2.5,10.1,25.25,,14.5188,2.5,,,Communications,Media,Multimedia,3.36,0.4627249357326559,96.5,5.0,7,15,2005,0
-7.4,-546.2,-122.0,187.5,0.0,15.0,0.0,13.4,187.5,0.0,4.18046,291683.0,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.1,0.039399753323301,85.1,7.3,7,24,2013,0
,,7.3,202.4,51.1571,10.0,511.571,,202.4,51.1571,,,Industrial,Metal Fabricate/Hardware,Metal Products-Distrib,2.83,0.672529746508014,87.7,5.2,4,15,2005,0
,,,1320.0,0.0,15.0,0.0,,1320.0,0.0,22.2299,23356800.0,Financial,Closed-end Funds,Closed-end Funds,1.33,0.600764609502999,77.6,5.9,3,27,2003,0
-27.4,-6.9,-4.9,275.0,18.2135,20.0,364.27,1.2,275.0,18.2135,,,Energy,Pipelines,Pipelines,0.09,-0.2512277812553889,86.9,5.7,10,2,2014,0
,,,575.0,0.0,25.0,0.0,,575.0,0.0,15.9842,3639990.0,Financial,Closed-end Funds,Closed-end Funds,0.09,-0.162978586182561,72.3,8.2,7,27,2012,1
,,,1629.0,0.0,15.0,0.0,,1629.0,0.0,21.3948,44011500.0,Financial,Closed-end Funds,Closed-end Funds,1.81,0.16602102933039,86.1,5.7,9,24,2002,1
,,,162.5,0.0,25.0,0.0,,162.5,0.0,12.1137,531989.0,Financial,Closed-end Funds,Closed-end Funds,0.55,0.582772789025459,98.5,4.7,1,27,2017,0
,,,74.0,0.0,20.0,0.0,,74.0,0.0,3.88291,143619.0,Financial,Closed-end Funds,Closed-end Funds,0.09,0.2399708085599498,84.1,7.5,6,26,2013,0
,,,2025.0,0.0,15.0,0.0,,2025.0,0.0,48.1968,65359400.0,Financial,Closed-end Funds,Closed-end Funds,1.28,0.108991825613079,89.7,6.3,6,26,2003,1
,,,218.5,0.0,20.0,0.0,,218.5,0.0,35.37,9710360.0,Financial,Closed-end Funds,Closed-end Funds,0.09,0.3021029504080339,76.4,8.2,4,26,2012,0
7.8,10.5,7.6,297.562,17.25,15.0,258.75,1.5,297.562,17.25,,,Communications,Media,Multimedia,1.01,0.3250270855904668,87.7,6.1,9,24,2003,1
,,,425.297,0.0,15.0,0.0,,425.297,0.0,34.5728,14016200.0,Financial,Closed-end Funds,Closed-end Funds,1.4,-0.158144438587237,96.7,5.5,7,28,2004,0
,,,200.0,0.0,20.0,0.0,,200.0,0.0,56.5862,5707090.0,Financial,Closed-end Funds,Closed-end Funds,0.09,0.4704187527233639,74.3,9.0,5,26,2011,0
,,,1287.89,0.0,20.0,0.0,,1287.89,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.97,0.2101944298475958,95.5,5.3,1,26,2005,0
115.2,-13.7,-14.5,39.0,4.1945,10.0,41.945,-0.5,39.0,4.1945,23.2387,777100.0,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.36,0.4306000143392679,91.0,5.0,3,3,2016,0
,,,267.0,0.0,20.0,0.0,,267.0,0.0,8.18127,1133180.0,Financial,Closed-end Funds,Closed-end Funds,0.94,0.4883342376559899,103.8,5.7,1,28,2004,0
,,,297.0,0.0,20.0,0.0,,297.0,0.0,5.64948,818290.0,Financial,Closed-end Funds,Closed-end Funds,5.23,0.1937975176605649,85.3,4.6,6,27,2007,1
,,,963.3,0.0,15.0,0.0,,963.3,0.0,,,Funds,Debt Fund,Unclassified,1.79,0.055617352614023,92.4,5.8,6,26,2002,1
40.9,-390.7,-31.4,304.231,79.5924,24.0,1910.22,-2.1,304.231,79.5924,0.559031,649065.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.13,-0.567010091001089,93.6,5.6,12,19,2014,1
14.0,3.9,4.1,125.0,12.5,10.0,125.0,0.7,125.0,12.5,,,"Consumer, Cyclical",Retail,Retail-Building Products,0.2,0.0420646423819506,71.6,9.8,11,18,2010,1
93.5,-1.1,-0.9,690.0,69.0,10.0,690.0,-0.7,690.0,69.0,0.113805,85354.0,"Consumer, Non-cyclical",Healthcare-Services,Medical-Hospitals,0.05,0.0019501616684046,72.3,13.2,5,14,2020,1
,,-1.6,103.52,13.352,10.0,133.52,-0.0898391,103.52,13.352,104.83,11383600.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,-0.0610627217844137,76.9,6.7,11,19,2020,0
37.7,8.1,0.3,22.425,9.6216,6.5,59.6154,1.0,22.425,9.6216,110.683,16081900.0,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med,0.07,-0.5399417941061189,88.8,5.8,11,11,2014,1
8.2,-39.0,-0.6,377.321,37.7321,10.0,377.321,55.9,377.321,37.7321,,,Energy,Pipelines,Pipelines,0.66,0.0812797871947232,96.9,4.4,3,30,2017,0
76.6,-1268.7,-91.0,103.5,24.1834,15.0,362.751,-83.0,103.5,24.1834,58.8669,893847.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.06,-0.0689922638852294,93.4,4.3,7,20,2017,1
,,-40.4,74.75,26.197,5.0,130.985,-3.1,74.75,26.197,119.724,29454400.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.12,0.2032873254587689,95.9,5.4,4,9,2015,1
2.9,2.9,3.3,331.873,27.656,12.0,331.87,3.3,331.873,27.656,127.55,138912000.0,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,0.13,-0.176119816946313,72.5,9.9,12,11,2009,1
26.2,14.3,10.4,106.893,32.3599,13.0,420.68,0.5,106.893,32.3599,,,Technology,Computers,Computer Services,1.4,-0.158144438587237,96.7,5.5,7,22,2004,1
,,43.4,115.0,11.95,10.0,119.5,-0.6,115.0,11.95,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.91,0.0907111014861139,95.0,4.3,6,2,2017,0
-5.6,-375.9,-62.5,14.375,0.0,5.0,0.0,-0.5,14.375,0.0,20.3646,2933010.0,Technology,Software,Applications Software,0.1,0.315321052408127,74.1,8.4,8,12,2020,0
27.2,0.2,2.9,544.272,167.643,17.0,2849.93,1.9,544.272,167.643,111.297,152696000.0,Technology,Computers,Computer Services,5.23,-0.1486620416253789,92.1,4.5,11,16,2006,1
,,-5.2,164.22,30.5791,21.0,642.16,,164.22,30.5791,,,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,5.23,-0.1486620416253789,92.1,4.5,11,9,2006,1
,,,621.0,64.8135,30.0,1944.41,,621.0,64.8135,0.00739184,5401.0,"Consumer, Non-cyclical",Healthcare-Products,Hospital Beds/Equipment,1.03,0.539956803455712,94.4,5.6,2,24,2004,1
62.6,-1314.1,-48.5,75.0,44.87,12.0,538.44,-0.5,75.0,44.87,13.4876,24078200.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.41,-0.161813640474981,90.0,4.8,7,27,2016,0
6142.4,-199.3,-18.3,136.85,60.0005,17.0,1020.01,-2.2,136.85,60.0005,101.946,65184800.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.12,0.2032873254587689,95.9,5.4,4,15,2015,1
,,,250.0,10.0001,25.0,250.0,,250.0,10.0001,12.7225,1364230.0,Financial,Closed-end Funds,Closed-end Funds,5.25,-0.490436488474757,85.4,4.5,9,21,2006,0
89.6,-269.5,-55.8,46.0,18.8233,10.0,188.23,-0.8,46.0,18.8233,0.893246,1075250.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,6.86,0.23201856148492,108.3,4.0,7,28,2000,1
14.7,-4.4,-3.3,104.65,25.152,10.0,251.52,0.2,104.65,25.152,0.418069,209751.0,Technology,Computers,Computer Services,0.2,0.1245198888476958,67.7,9.4,10,1,2010,1
-20.4,10.6,3.2,900.0,70.1427,24.0,1683.42,,900.0,70.1427,186.0,186.0,Financial,Investment Companies,Investment Companies,3.02,0.0514403292181003,96.0,5.0,6,24,2005,1
,,-0.7,138.0,0.0,8.0,0.0,-0.0882335,138.0,0.0,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,5.31,-0.0254377207802054,90.4,4.7,7,20,2007,1
,,-3.6,51.6,7.5,8.0,60.0,,51.6,7.5,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,3.93,0.201207243460752,74.2,5.0,10,24,2005,0
37.9,-16.5,2.5,59.8,12.6444,13.0,164.377,-0.6,59.8,12.6444,97.1511,22239300.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,1.06,-0.0632042103727645,100.7,4.2,10,12,2017,1
,,,21.85,5.00026,9.5,47.5,,21.85,5.00026,,,Communications,Internet,Internet Content-Info/Ne,3.3,0.5117707267144339,89.1,4.9,8,3,2005,1
890.7,-51.6,-37.3,60.375,16.1728,7.0,113.21,-0.2,60.375,16.1728,16.2003,7365040.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.07,-0.0085811497882589,82.5,6.7,12,12,2013,1
,,15.7,276.0,27.6,10.0,276.0,-0.0862784,276.0,27.6,2.14276,20101.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7,12,15,2020,1
,,,305.0,0.0,20.0,0.0,,305.0,0.0,39.202,7973810.0,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,0.1,0.039399753323301,85.1,7.3,7,26,2013,0
1997.7,-19038.4,-200.4,162.0,39.9331,15.0,598.996,-0.9,162.0,39.9331,,,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.1,-0.1070967056699219,71.5,9.1,6,24,2011,0
-35.3,-6675.0,-114.2,16.5,15.6443,8.0,125.15,-0.1,16.5,15.6443,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.18,0.493136502545162,77.5,9.0,2,11,2011,0
2.7,3.9,-3.9,90.0,18.8715,15.0,283.07,-2.2,90.0,18.8715,53.9478,6880700.0,"Consumer, Cyclical",Retail,Retail-Home Furnishings,1.83,0.1111728738187739,88.1,5.8,7,11,2002,0
28.4,-1204.6,-46.5,146.625,37.9916,17.0,645.86,-3.4,146.625,37.9916,0.0489845,28099.8,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,0.1862126944094109,82.5,6.1,6,20,2014,1
5.7,6.2,9.2,63.0,12.485,21.0,262.185,1.2,63.0,12.485,,,"Consumer, Cyclical",Retail,Retail-Restaurants,6.17,0.058411214953279,109.2,3.8,4,4,2000,1
13.2,-8178.2,-164.9,75.0,29.6329,15.0,444.493,-1.8,75.0,29.6329,46.561,19845500.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.4,0.422705314009692,93.8,3.8,2,28,2019,0
,,-0.8,206.483,19.2366,9.5,182.75,,206.483,19.2366,,,Financial,Insurance,Life/Health Insurance,2.04,-0.3664921465968529,97.1,5.4,12,15,2004,1
,,,475.0,19.004,25.0,475.1,,475.0,19.004,43.7447,20646400.0,Financial,Closed-end Funds,Closed-end Funds,0.2,0.0420646423819506,71.6,9.8,11,24,2010,0
41.9,10.7,3.6,3293.59,707.0,30.0,21210.0,2.5,3293.59,707.0,65.7321,1477490000.0,Energy,Pipelines,Pipelines,0.18,0.493136502545162,77.5,9.0,2,11,2011,1
115.6,-29.8,-23.0,55.99,13.463,11.0,148.093,0.3,55.99,13.463,20.9672,7234720.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.12,0.2032873254587689,95.9,5.4,4,16,2015,1
,,5.8,1047.7,14.875,70.41,1047.35,,1047.7,14.875,0.0553365,75230.0,Energy,Pipelines,Pipelines,4.61,0.4522328999434578,92.0,4.3,5,15,2001,1
,,,202.012,0.0,10.0,0.0,,202.012,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US,1.0,0.380641653072316,89.3,6.1,8,12,2003,1
-13.4,0.6,-0.3,190.532,47.8937,15.0,718.41,1.2,190.532,47.8937,18.1609,8978880.0,"Consumer, Cyclical",Office Furnishings,Office Furnishings-Orig,2.04,-0.3664921465968529,97.1,5.4,12,14,2004,1
,,5.5,54.0,22.7751,9.0,204.98,,54.0,22.7751,,,Communications,Media,Cable/Satellite TV,1.03,-0.108401084010841,92.6,5.7,12,18,2003,1
,-409.7,40.0,170.716,15.7547,18.0,283.585,-1.8,170.716,15.7547,96.7337,33403200.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.7,0.4158916925435,98.0,3.8,5,24,2018,1
39.1,23.8,6.4,105.6,20.9688,16.0,335.501,17.9,105.6,20.9688,93.9399,21681600.0,Financial,Insurance,Property/Casualty Ins,0.41,-0.161813640474981,90.0,4.8,7,28,2016,1
9.3,-35.1,-25.9,40.25,22.8076,7.0,159.65,-0.1,40.25,22.8076,,,Technology,Software,Applications Software,1.03,-0.108401084010841,92.6,5.7,12,19,2003,1
,,-28.7,276.0,42.8272,20.0,820.544,-1.6,276.0,42.8272,99.5712,43975300.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0941478467042596,80.7,6.7,12,3,2020,1
,,-10.5,31.5,23.4,7.0,163.8,,31.5,23.4,,,Technology,Software,Applications Software,6.51,0.0,107.3,4.1,8,25,2000,1
28.3,12.3,8.3,872.85,139.467,11.0,1534.14,7.1,872.85,139.467,97.5961,156833000.0,Industrial,Transportation,Transport-Truck,0.2,0.1718440789203088,74.5,9.3,12,16,2010,1
,,-1.9,69.0,16.4279,12.0,197.13,,69.0,16.4279,,,Technology,Software,Applications Software,3.02,0.0514403292181003,96.0,5.0,6,24,2005,1
,,-42.3,94.0,37.9234,10.0,379.234,-3.5,94.0,37.9234,90.3732,47273400.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.18,0.1766763455725869,98.6,3.8,10,4,2018,1
-12.3,-20.3,-43.9,31.625,5.29653,11.0,58.26,-0.1,31.625,5.29653,10.563,1401050.0,"Consumer, Cyclical",Retail,Retail-Restaurants,3.3,0.5117707267144339,89.1,4.9,8,16,2005,1
0.5,5.0,4.3,161.0,20.7142,14.0,290.0,4.8,161.0,20.7142,97.2741,20328400.0,Basic Materials,Chemicals,Chemicals-Diversified,4.47,0.2017145738779499,86.7,4.8,2,1,2006,1
38.2,-7.0,9.6,621.328,375.69,18.0,6762.42,0.9,621.328,375.69,103.082,469945000.0,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.09,0.4704187527233639,74.3,9.0,5,11,2011,1
,,-46.3,80.5,23.8445,14.0,333.82,,80.5,23.8445,0.00108776,464.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,6.6,0.1727115716753108,105.8,3.9,10,4,2000,0
7.7,7.3,10.2,120.0,25.0,6.0,150.0,,120.0,25.0,,,Industrial,Packaging&Containers,Containers-Paper/Plastic,3.3,0.5117707267144339,89.1,4.9,8,16,2005,0
94.1,-59.1,-36.2,125.12,24.7496,16.0,395.99,-1.4,125.12,24.7496,91.7166,74432600.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,-0.204242419052338,75.1,6.9,11,6,2013,1
26.0,8.6,6.6,150.946,30.5962,13.5,413.05,5.3,150.946,30.5962,44.4,14310300.0,Basic Materials,Chemicals,Chemicals-Specialty,0.13,-0.176119816946313,72.5,9.9,12,17,2009,1
,,-250.8,15.0,7.333,12.0,87.996,-1.7,15.0,7.333,6.32391,1153910.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0414937759336148,81.8,6.9,10,16,2020,0
8.0,46.9,0.8,241.644,53.7118,20.5,1101.09,2.2,241.644,53.7118,85.7359,59239200.0,Financial,REITS,REITS-Mortgage,0.91,0.0854721826896363,97.1,4.4,5,5,2017,1
40.0,-21.6,-2.1,237.9,17.1483,13.0,222.93,0.9,237.9,17.1483,106.056,232368000.0,Financial,REITS,REITS-Shopping Centers,1.29,0.0527983104540587,95.9,5.4,8,11,2004,0
-7.3,32.0,0.8,717.5,0.0,10.0,0.0,1.1,717.5,0.0,77.0516,52062000.0,Financial,Banks,Commer Banks-Eastern US,0.13,0.509723202549469,90.7,5.6,5,19,2015,1
,,-40.6,287.5,56.1708,19.0,1067.25,-2.1,287.5,56.1708,65.312,37161500.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0414937759336148,81.8,6.9,10,9,2020,1
,-292.2,-33.9,110.4,20.0894,16.0,321.43,-2.6,110.4,20.0894,87.9988,24237700.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.06,-0.668694186699718,71.8,14.8,4,8,2020,1
49.8,25.0,15.5,90.0,16.3327,18.0,293.989,2.2,90.0,16.3327,38.0697,24110200.0,Energy,Oil&Gas,Oil-US Royalty Trusts,0.66,0.3146117386416659,96.3,4.6,2,3,2017,1
,-389.0,-25.7,102.637,22.2096,16.0,355.354,-3.4,102.637,22.2096,107.229,36846900.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,2.4,0.0199147181481603,98.2,3.6,6,28,2019,1
43.6,-15.8,-2.1,46.69,7.335,14.0,102.69,2.4,46.69,7.335,66.076,5807330.0,"Consumer, Cyclical",Retail,Retail-Restaurants,2.14,-0.0050668236082817,89.8,3.6,8,1,2019,1
,,-25.2,45.54,10.2372,10.0,102.372,-2.1,45.54,10.2372,88.5996,22812300.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.16,0.5294905893230339,95.1,4.3,9,20,2017,1
,,-10.4,97.8775,4.165,23.5,97.88,,97.8775,4.165,,,Industrial,Transportation,Transport-Marine,0.94,0.4883342376559899,103.8,5.7,1,9,2004,1
9.0,-14.4,-11.6,147.375,37.0859,15.0,556.29,-0.3,147.375,37.0859,2.80751,1227920.0,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,0.09,0.3492609840048699,81.9,6.3,5,8,2014,0
,,-26.8,55.068,21.3917,8.0,171.134,-1.5,55.068,21.3917,107.125,71663600.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.07,-0.2110680379081459,91.3,5.1,11,5,2015,1
,,-0.3,115.0,11.58,10.0,115.8,-0.0427765,115.0,11.58,5.85686,679630.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,-0.0610627217844137,76.9,6.7,11,20,2020,1
30.3,6.4,4.6,104.65,4.333,26.0,112.66,2.0,104.65,4.333,,,Communications,Internet,E-Commerce/Services,0.09,-0.162978586182561,72.3,8.2,7,20,2012,1
,,,750.0,0.0,25.0,0.0,,750.0,0.0,7.15887,2582600.0,Funds,Equity Fund,Unclassified,3.02,0.0514403292181003,96.0,5.0,6,28,2005,0
114.0,-137.6,-24.0,199.75,44.5295,20.0,890.59,-2.6,199.75,44.5295,101.354,55607500.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.1,0.315321052408127,74.1,8.4,8,21,2020,1
,,,750.0,0.0,25.0,0.0,,750.0,0.0,28.9197,36536300.0,Financial,Closed-end Funds,Closed-end Funds,1.53,0.2110817941952519,94.2,5.4,9,28,2004,0
33.2,9.7,-8.5,103.5,35.6446,15.0,534.67,1.2,103.5,35.6446,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,1.88,0.0,96.9,5.8,5,17,2002,1
,,-67.4,80.0,17.9656,16.0,287.45,-2.6,80.0,17.9656,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.15,-0.0388925140553232,82.6,7.8,10,11,2012,1
,,-26.6,86.25,19.0715,15.0,286.072,-0.8,86.25,19.0715,104.036,71138000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.7,0.1593875701543719,98.2,4.0,6,21,2018,1
-5.4,-45.3,-51.2,86.2938,19.4234,13.5,262.22,-0.5,86.2938,19.4234,77.5538,61497400.0,Industrial,Electronics,Instruments-Scientific,0.18,0.493136502545162,77.5,9.0,2,10,2011,1
-3.0,23.1,0.8,60.95,0.0,10.0,0.0,2.4,60.95,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Southern US,5.31,-0.0254377207802054,90.4,4.7,7,10,2007,1
,,,200.0,20.0,10.0,200.0,-0.1,200.0,20.0,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.16,-0.05878322772623,95.9,4.1,12,1,2017,0
-5.7,15.8,1.9,259.038,50.6015,17.0,860.23,0.6,259.038,50.6015,62.7404,79407000.0,Financial,REITS,REITS-Mortgage,0.07,0.3697908650968729,81.6,6.7,2,6,2014,0
32.0,4.6,0.4,56.7035,6.5302,15.0,97.95,1.0,56.7035,6.5302,48.1787,16719900.0,Financial,REITS,REITS-Diversified,0.09,0.295730419292604,73.8,8.0,1,29,2013,0
21.2,-10.9,-11.1,110.4,34.5212,16.0,552.339,-0.1,110.4,34.5212,94.9685,43027500.0,Industrial,Electrical Compo&Equip,Electric Products-Misc,1.67,0.3975091563348929,98.8,4.0,4,26,2018,1
,,,200.0,20.0,10.0,200.0,,200.0,20.0,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,1.88,0.2286190552229999,95.5,3.6,10,18,2019,1
6.0,17.7,1.8,490.0,35.0,14.0,490.0,-0.8,490.0,35.0,94.3077,155277000.0,"Consumer, Non-cyclical",Commercial Services,Schools,0.66,0.3146117386416659,96.3,4.6,2,1,2017,0
,,6.1,72.5075,28.8175,13.0,374.63,,72.5075,28.8175,,,Technology,Software,Applications Software,2.61,-0.1688238604389349,83.9,5.5,11,20,2001,1
23.6,16.1,8.1,854.58,37.5,25.0,937.5,8.1,854.58,37.5,71.9592,81145600.0,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,2.97,-0.1027749229187949,86.9,5.1,5,5,2005,0
-5.7,50.9,1.1,150.204,55.9725,10.75,601.704,2.0,150.204,55.9725,15.3755,7853000.0,Financial,Banks,Commer Banks-Western US,1.16,-0.05878322772623,95.9,4.1,12,8,2017,1
155.8,-7.2,8.5,248.894,70.8848,17.0,1205.04,0.7,248.894,70.8848,99.3812,181032000.0,Energy,Oil&Gas Services,Oil-Field Services,1.33,0.5447745452775409,95.7,4.0,1,12,2018,1
91.8,2.0,5.1,1000.5,369.812,15.0,5547.18,2.4,1000.5,369.812,83.4935,87742300.0,Financial,Diversified Finan Serv,Finance-Consumer Loans,0.13,-0.567010091001089,93.6,5.6,12,11,2014,1
